SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009
50,2,4,31,153,Nebraska,Sarpy County,122595,122595,123157,126040,129077,131988,135572,139135,142412,146249,150398,153504
50,2,4,31,155,Nebraska,Saunders County,19830,19830,19852,19917,19832,19956,20049,20206,20107,20138,20069,20057
50,2,4,31,157,Nebraska,Scotts Bluff County,36951,36951,36965,36532,36577,36467,36285,36289,36245,36390,36625,36865
50,2,4,31,159,Nebraska,Seward County,16496,16496,16530,16624,16592,16533,16684,16597,16647,16476,16674,16481
50,2,4,31,161,Nebraska,Sheridan County,6198,6198,6175,5970,5942,5760,5733,5579,5478,5402,5290,5264
50,2,4,31,163,Nebraska,Sherman County,3318,3318,3297,3258,3167,3130,3132,3087,2973,2944,2925,2881
50,2,4,31,165,Nebraska,Sioux County,1475,1475,1470,1399,1429,1466,1411,1402,1369,1359,1311,1281
50,2,4,31,167,Nebraska,Stanton County,6455,6455,6424,6396,6484,6476,6480,6441,6442,6346,6260,6311
50,2,4,31,169,Nebraska,Thayer County,6055,6048,6033,5862,5674,5550,5402,5334,5173,5157,5083,5003
50,2,4,31,171,Nebraska,Thomas County,729,729,731,704,668,654,621,607,597,600,583,565
50,2,4,31,173,Nebraska,Thurston County,7171,7171,7157,7150,7096,7137,7136,7250,7233,7265,7208,7306
50,2,4,31,175,Nebraska,Valley County,4647,4647,4644,4607,4512,4535,4427,4328,4288,4236,4144,4108
50,2,4,31,177,Nebraska,Washington County,18780,18780,18790,19082,19168,19347,19383,19600,19744,19849,19710,19718
50,2,4,31,179,Nebraska,Wayne County,9851,9851,9805,9715,9564,9553,9446,9455,9496,9260,9210,9249
50,2,4,31,181,Nebraska,Webster County,4061,4061,4053,3982,3890,3830,3784,3696,3601,3574,3471,3431
50,2,4,31,183,Nebraska,Wheeler County,886,886,882,849,823,797,788,802,792,796,790,763
50,2,4,31,185,Nebraska,York County,14598,14598,14572,14500,14319,14263,14034,14106,14243,14222,14013,13837
40,4,8,32,0,Nevada,Nevada,1998257,1998260,2018211,2094509,2166214,2236949,2328703,2408804,2493405,2567752,2615772,2643085
50,4,8,32,1,Nevada,Churchill County,23982,23982,24008,24316,24088,24047,24117,24460,24624,24733,24808,24897
50,4,8,32,3,Nevada,Clark County,1375765,1375738,1393370,1456549,1515571,1572924,1646875,1708846,1778129,1838635,1879093,1902834
50,4,8,32,5,Nevada,Douglas County,41259,41262,41429,42145,43070,43942,45591,45731,45661,45775,45741,45464
50,4,8,32,7,Nevada,Elko County,45291,45291,45236,45006,44055,43487,43569,44428,45710,46993,47184,47896
50,4,8,32,9,Nevada,Esmeralda County,971,971,972,937,875,813,789,774,752,689,664,626
50,4,8,32,11,Nevada,Eureka County,1651,1651,1627,1616,1585,1447,1395,1373,1460,1536,1599,1707
50,4,8,32,13,Nevada,Humboldt County,16106,16106,15903,15982,16120,16562,16853,16989,17365,17617,17918,18260
50,4,8,32,15,Nevada,Lander County,5794,5794,5694,5390,5075,4864,4883,4865,4999,5085,5127,5159
50,4,8,32,17,Nevada,Lincoln County,4165,4165,4172,4138,4186,4205,4190,4334,4390,4455,4643,4794
50,4,8,32,19,Nevada,Lyon County,34501,34501,34841,36129,37764,39890,42846,46607,50289,52305,52813,52641
50,4,8,32,21,Nevada,Mineral County,5071,5071,5007,4844,4693,4705,4827,4794,4761,4753,4648,4662
50,4,8,32,23,Nevada,Nye County,32485,32512,32912,33661,34380,35424,37159,39857,42335,44067,44175,44234
50,4,8,32,27,Nevada,Pershing County,6693,6693,6654,6536,6532,6369,6332,6334,6358,6376,6292,6286
50,4,8,32,29,Nevada,Storey County,3399,3399,3393,3416,3398,3512,3672,4018,4147,4281,4438,4441
50,4,8,32,31,Nevada,Washoe County,339486,339486,341415,351737,361841,371231,381377,390863,398236,406335,412219,414820
50,4,8,32,33,Nevada,White Pine County,9181,9181,9027,8681,8557,8444,8431,8800,9068,9110,9136,9188
50,4,8,32,510,Nevada,Carson City,52457,52457,52551,53426,54424,55083,55797,55731,55121,55007,55274,55176
40,1,1,33,0,New Hampshire,New Hampshire,1235786,1235791,1240446,1256879,1271163,1281871,1292766,1301415,1311894,1317343,1321872,1324575
50,1,1,33,1,New Hampshire,Belknap County,56325,56325,56584,57850,58993,59964,60756,60962,60885,61027,61276,61358
50,1,1,33,3,New Hampshire,Carroll County,43666,43668,43910,44218,45106,45718,46532,46677,47457,47877,48085,47860
50,1,1,33,5,New Hampshire,Cheshire County,73825,73825,73984,74383,75016,76008,76546,76830,77369,77445,77182,77045
50,1,1,33,7,New Hampshire,Coos County,33111,33112,33143,32908,32830,32826,32747,32790,32576,32317,31917,31487
50,1,1,33,9,New Hampshire,Grafton County,81743,81742,81797,81892,82515,83250,84042,84676,85313,85573,86278,86291
50,1,1,33,11,New Hampshire,Hillsborough County,380841,380843,382409,388182,390921,393018,396542,398927,401242,402731,404074,405906
50,1,1,33,13,New Hampshire,Merrimack County,136225,136223,136648,138635,141466,143278,144745,146275,147871,148584,148979,149071
50,1,1,33,15,New Hampshire,Rockingham County,277359,277357,278733,283446,287116,289023,290602,293010,295848,296937,298330,299276
50,1,1,33,17,New Hampshire,Strafford County,112233,112238,112686,114498,116016,117065,118195,118978,120680,122097,122938,123589
50,1,1,33,19,New Hampshire,Sullivan County,40458,40458,40552,40867,41184,41721,42059,42290,42653,42755,42813,42692
40,1,2,34,0,New Jersey,New Jersey,8414350,8414378,8430921,8489469,8544115,8583481,8611530,8621837,8623721,8636043,8663398,8707739
50,1,2,34,1,New Jersey,Atlantic County,252552,252547,253038,254890,258169,261810,266015,268318,269495,269945,270609,271712
50,1,2,34,3,New Jersey,Bergen County,884118,884122,885329,888333,889442,889739,890232,887322,884581,885664,889915,895250
50,1,2,34,5,New Jersey,Burlington County,423394,423400,424547,429655,436318,442581,446041,446462,447131,446314,445492,446108
50,1,2,34,7,New Jersey,Camden County,508932,507911,507648,507830,509783,510584,512710,514960,516547,517559,517739,517879
50,1,2,34,9,New Jersey,Cape May County,102326,102326,102307,101864,101421,101335,99920,98558,97814,96700,96470,96091
50,1,2,34,11,New Jersey,Cumberland County,146438,146442,146362,146673,147590,148722,150227,152489,153910,155402,156784,157745
50,1,2,34,13,New Jersey,Essex County,793633,792313,792302,793099,792992,790601,785389,778819,772090,769139,767075,769644
50,1,2,34,15,New Jersey,Gloucester County,254673,255701,256340,259050,263518,268257,273020,276680,281936,286056,288168,289920
50,1,2,34,17,New Jersey,Hudson County,608975,608975,609422,612526,607992,603469,599929,596488,592174,589377,592111,597924
50,1,2,34,19,New Jersey,Hunterdon County,121989,121989,122553,124657,126205,127339,128170,128734,129354,129655,129806,130034
50,1,2,34,21,New Jersey,Mercer County,350761,350761,351561,353965,356098,358669,361225,361882,362813,363402,364571,366222
50,1,2,34,23,New Jersey,Middlesex County,750162,750167,752705,760058,765867,770336,774209,778018,775876,779830,785324,790738
50,1,2,34,25,New Jersey,Monmouth County,615301,615303,617127,624065,630674,636145,639987,641823,641090,641036,641864,644105
50,1,2,34,27,New Jersey,Morris County,470212,470212,471338,473163,476453,479532,482155,483198,484887,485592,486946,488518
50,1,2,34,29,New Jersey,Ocean County,510916,510916,513686,523696,536601,545479,551798,556525,561748,565525,569662,573678
50,1,2,34,31,New Jersey,Passaic County,489049,490374,490803,492574,493054,492259,490527,489211,487544,487067,488364,491778
50,1,2,34,33,New Jersey,Salem County,64285,64285,64213,64133,64516,64407,64914,65465,65929,65981,66194,66342
50,1,2,34,35,New Jersey,Somerset County,297490,297490,298915,302331,306377,309267,312319,314967,317817,320745,323160,326869
50,1,2,34,37,New Jersey,Sussex County,144166,144165,144618,146078,147936,149553,150360,150764,151250,151632,151431,151118
50,1,2,34,39,New Jersey,Union County,522541,522541,523149,525510,526154,525048,523635,521987,520285,519738,521816,526426
50,1,2,34,41,New Jersey,Warren County,102437,102438,102958,105319,106955,108349,108748,109167,109450,109684,109897,109638
40,4,8,35,0,New Mexico,New Mexico,1819046,1819041,1820813,1828809,1850035,1869683,1891829,1916538,1942608,1968731,1986763,2009671
50,4,8,35,1,New Mexico,Bernalillo County,556678,556002,557158,562515,573726,582986,594644,607825,619490,628825,635444,642527
50,4,8,35,3,New Mexico,Catron County,3543,3543,3566,3464,3450,3379,3368,3298,3418,3458,3431,3443
50,4,8,35,5,New Mexico,Chaves County,61382,61382,61297,60824,60484,60757,60822,61321,61456,62429,62998,63622
50,4,8,35,6,New Mexico,Cibola County,25595,25595,25644,26632,26695,26984,27179,27178,26978,27209,27200,27036
50,4,8,35,7,New Mexico,Colfax County,14189,14189,14206,14052,14039,13761,13663,13490,13332,13178,12929,12737
50,4,8,35,9,New Mexico,Curry County,45044,45044,44901,44656,44711,45051,45855,45951,45660,45108,43806,44407
50,4,8,35,11,New Mexico,De Baca County,2240,2240,2214,2151,2115,2069,1984,1999,1886,1871,1861,1819
50,4,8,35,13,New Mexico,Dona Ana County,174682,174682,174973,176460,178473,182147,184935,189265,193779,198205,201428,206419
50,4,8,35,15,New Mexico,Eddy County,51658,51658,51419,50697,50838,50746,50856,50236,50770,51256,51774,52706
50,4,8,35,17,New Mexico,Grant County,31002,31002,30892,30711,30195,29500,29054,29296,29534,29890,29993,29903
50,4,8,35,19,New Mexico,Guadalupe County,4680,4680,4684,4713,4659,4701,4525,4457,4400,4408,4321,4241
50,4,8,35,21,New Mexico,Harding County,810,810,803,780,740,754,769,740,731,710,668,663
50,4,8,35,23,New Mexico,Hidalgo County,5932,5932,5754,5448,5281,5137,5035,4961,4927,5015,5043,5057
50,4,8,35,25,New Mexico,Lea County,55511,55508,55155,54865,55422,55295,55699,56109,56867,57952,59129,60232
50,4,8,35,27,New Mexico,Lincoln County,19411,19411,19535,19442,19621,20123,20482,20741,20926,20832,20925,21016
50,4,8,35,28,New Mexico,Los Alamos County,18343,18344,18275,17661,18148,18524,18573,18594,18703,18546,18240,18074
50,4,8,35,29,New Mexico,Luna County,25016,25015,24989,24862,25085,25397,25655,26134,26545,26800,27095,27044
50,4,8,35,31,New Mexico,McKinley County,74798,74798,74586,74436,72921,71543,71490,70624,70482,69899,70423,70513
50,4,8,35,33,New Mexico,Mora County,5180,5180,5202,5187,5186,5190,5115,5063,5062,5044,4998,4935
50,4,8,35,35,New Mexico,Otero County,62298,62299,62231,61403,61540,62293,63363,63322,62872,63306,63329,63201
50,4,8,35,37,New Mexico,Quay County,10155,10156,10081,9849,9684,9573,9327,9138,9030,8984,8965,8917
50,4,8,35,39,New Mexico,Rio Arriba County,41190,41188,41245,40991,40902,40643,40638,40546,40758,40778,40609,40678
50,4,8,35,41,New Mexico,Roosevelt County,18018,18018,17985,18298,18532,18579,18645,18817,18844,19044,18749,18817
50,4,8,35,43,New Mexico,Sandoval County,89908,90584,91249,93159,95680,98403,101284,105720,112056,117824,122465,125988
50,4,8,35,45,New Mexico,San Juan County,113801,113801,114035,115133,118277,119780,120863,121912,121613,122289,122407,124131
50,4,8,35,47,New Mexico,San Miguel County,30126,30124,30071,29698,29482,29169,29093,29051,28727,28506,28394,28323
50,4,8,35,49,New Mexico,Santa Fe County,129292,129295,129840,131651,134577,136576,138204,139809,141432,143369,145362,147532
50,4,8,35,51,New Mexico,Sierra County,13270,13268,13244,13092,12896,13019,12781,12596,12560,12478,12703,12886
50,4,8,35,53,New Mexico,Socorro County,18078,18078,18054,17991,17869,18106,18066,18187,18233,18150,18151,18092
50,4,8,35,55,New Mexico,Taos County,29979,29979,30062,30104,30591,30914,31157,31200,31392,31614,31508,31507
50,4,8,35,57,New Mexico,Torrance County,16911,16910,16939,16679,16544,16902,17229,16712,16740,16577,16327,16475
50,4,8,35,59,New Mexico,Union County,4174,4174,4158,4027,3952,3819,3768,3781,3718,3718,3742,3817
50,4,8,35,61,New Mexico,Valencia County,66152,66152,66366,67178,67720,67863,67708,68465,69687,71459,72346,72913
40,1,2,36,0,New York,New York,18976457,18976811,18998044,19088978,19161873,19231101,19297933,19330891,19356564,19422777,19467789,19541453
50,1,2,36,1,New York,Albany County,294565,294571,294960,295378,296644,298491,298819,298605,299033,298246,297537,298284
50,1,2,36,3,New York,Allegany County,49927,49927,49916,50175,50103,50220,50397,49824,49423,49183,49370,49157
50,1,2,36,5,New York,Bronx County,1332650,1332652,1333854,1341319,1348285,1353712,1359139,1364566,1371353,1385122,1389315,1397287
50,1,2,36,7,New York,Broome County,200536,200536,200319,199999,199714,198364,197463,196103,195700,194978,194635,194630
50,1,2,36,9,New York,Cattaraugus County,83955,83955,84017,83297,83126,82968,82366,81389,80578,80253,79835,79689
50,1,2,36,11,New York,Cayuga County,81963,81961,81925,81275,81240,81073,80843,80532,80225,79932,79755,79526
50,1,2,36,13,New York,Chautauqua County,139750,139747,139659,138594,137989,136904,136273,134998,134279,134014,133595,133503
50,1,2,36,15,New York,Chemung County,91070,91072,91079,90673,90409,89816,89366,88351,88164,88058,87902,88331
50,1,2,36,17,New York,Chenango County,51401,51398,51381,51098,51166,51254,51113,50994,51097,51132,50937,50620
50,1,2,36,19,New York,Clinton County,79894,79894,79897,80248,80525,81066,81380,81690,81905,81865,81699,81618
50,1,2,36,21,New York,Columbia County,63094,63094,63055,62808,62847,62782,62933,62839,62383,62284,61961,61618
50,1,2,36,23,New York,Cortland County,48599,48599,48571,48601,48410,48802,48780,48315,48279,48313,48131,47996
50,1,2,36,25,New York,Delaware County,48055,48057,47967,47537,47099,47011,47055,46820,46413,46287,45938,45514
50,1,2,36,27,New York,Dutchess County,280150,280153,281001,284315,286769,289088,290637,291586,291471,291815,292500,293562
50,1,2,36,29,New York,Erie County,950265,950265,949494,945165,940645,936931,932002,923820,916292,911784,909858,909247
50,1,2,36,31,New York,Essex County,38851,38849,38822,38629,38717,38626,38389,38197,38156,37856,37740,37686
50,1,2,36,33,New York,Franklin County,51134,51134,51049,50787,50558,50654,50427,50305,50371,50482,50440,50274
50,1,2,36,35,New York,Fulton County,55073,55077,55006,54866,54874,54881,54976,54969,54937,55075,55122,55053
50,1,2,36,37,New York,Genesee County,60370,60370,60329,59892,59647,59506,59096,58701,58362,58159,57950,57868
50,1,2,36,39,New York,Greene County,48195,48185,48143,48077,48226,48361,48630,48917,49215,49170,49106,48947
50,1,2,36,41,New York,Hamilton County,5379,5377,5383,5326,5252,5207,5188,5128,5029,5016,4959,4923
50,1,2,36,43,New York,Herkimer County,64427,64437,64383,63955,63388,63208,63198,62873,62358,62433,62293,62236
50,1,2,36,45,New York,Jefferson County,111738,111738,111494,111841,113936,113353,114424,116982,117162,117957,117157,118719
50,1,2,36,47,New York,Kings County,2465326,2465531,2465812,2471596,2477380,2483164,2497859,2511408,2523047,2539206,2549941,2567098
50,1,2,36,49,New York,Lewis County,26944,26944,26966,26824,26411,26353,26219,26199,26319,26322,26030,26157
50,1,2,36,51,New York,Livingston County,64328,64330,64361,64455,64194,63880,63941,63497,63254,63123,63067,62871
50,1,2,36,53,New York,Madison County,69441,69441,69420,69446,69491,69828,69855,69527,69719,70049,70092,69954
50,1,2,36,55,New York,Monroe County,735343,735343,739047,738664,738876,737420,735691,731773,730458,730629,731543,733703
50,1,2,36,57,New York,Montgomery County,49708,49708,49653,49336,49006,48938,48768,48634,48681,48606,48623,48616
50,1,2,36,59,New York,Nassau County,1334544,1334546,1336290,1342896,1349668,1353565,1356589,1355194,1351870,1353061,1353151,1357429
50,1,2,36,61,New York,New York County,1537195,1537395,1540373,1562335,1567241,1578815,1590911,1606275,1612630,1625251,1631599,1629054
50,1,2,36,63,New York,Niagara County,219846,219844,219665,218363,217723,217281,216712,215508,214621,214181,214197,214557
50,1,2,36,65,New York,Oneida County,235469,235461,235045,233697,233014,232578,232484,231563,231052,230948,230540,231044
50,1,2,36,67,New York,Onondaga County,458336,458336,457907,457339,457085,457139,456432,454625,453533,452944,453373,454753
50,1,2,36,69,New York,Ontario County,100224,100224,100289,100791,101539,102119,102656,103302,103455,103834,104782,105650
50,1,2,36,71,New York,Orange County,341367,341371,343155,348896,355221,362609,367562,370074,373386,376226,379520,383532
50,1,2,36,73,New York,Orleans County,44171,44173,44147,43681,43399,43201,43119,42723,42511,42370,42246,42051
50,1,2,36,75,New York,Oswego County,122377,122379,122490,122176,122278,122712,122802,121978,121592,121444,121551,121377
50,1,2,36,77,New York,Otsego County,61676,61672,61669,61680,61776,62126,62426,62474,62348,62194,61811,61602
50,1,2,36,79,New York,Putnam County,95745,95745,96079,97000,98187,98738,99204,99228,98958,99012,99090,99265
50,1,2,36,81,New York,Queens County,2229379,2229379,2229895,2234676,2239457,2244238,2250718,2256576,2264661,2277779,2288574,2306712
50,1,2,36,83,New York,Rensselaer County,152538,152540,152627,152253,152206,152881,153791,153909,154719,155294,155751,155541
50,1,2,36,85,New York,Richmond County,443728,443729,445414,453211,460386,466789,471313,475014,478876,482854,487365,491730
50,1,2,36,87,New York,Rockland County,286753,286761,287455,288602,290035,290614,292625,294636,295927,297005,298747,300173
50,1,2,36,89,New York,St. Lawrence County,111931,111919,111869,111202,110686,110381,110224,110072,109769,109594,109553,109715
50,1,2,36,91,New York,Saratoga County,200635,200635,201570,204104,206672,209711,211745,213245,214925,216259,217958,220069
50,1,2,36,93,New York,Schenectady County,146555,146551,146481,145997,146612,146967,147707,148687,149973,150288,151252,152169
50,1,2,36,95,New York,Schoharie County,31582,31582,31589,31758,31618,31691,31866,31911,31891,31932,31803,31529
50,1,2,36,97,New York,Schuyler County,19224,19222,19281,19252,19268,19261,19176,19037,18931,18923,18868,18720
50,1,2,36,99,New York,Seneca County,33342,33342,33343,34635,34730,34712,34640,34318,34201,34276,34060,34049
50,1,2,36,101,New York,Steuben County,98726,98728,98776,98935,98996,98253,97735,97287,96648,96430,96452,96552
50,1,2,36,103,New York,Suffolk County,1419369,1419372,1423512,1448987,1468240,1486783,1499838,1504285,1507211,1511732,1513435,1518475
50,1,2,36,105,New York,Sullivan County,73966,73962,74236,74004,74063,74774,75351,75591,75828,76403,75969,75828
50,1,2,36,107,New York,Tioga County,51784,51787,51723,51449,51576,51281,50874,50673,50463,50402,50235,50064
50,1,2,36,109,New York,Tompkins County,96501,96502,96662,97575,98393,99203,99747,99698,99997,100413,101027,101779
50,1,2,36,111,New York,Ulster County,177749,177694,177831,178272,179721,180223,180950,181305,181551,181530,181722,181440
50,1,2,36,113,New York,Warren County,63303,63303,63364,63570,63979,64490,64741,65322,65641,65804,65926,66021
50,1,2,36,115,New York,Washington County,61042,61042,60984,61087,61022,61374,61979,62070,62303,62577,62727,62753
50,1,2,36,117,New York,Wayne County,93765,93766,93751,93478,93112,93054,92612,92175,91780,91529,91517,91291
50,1,2,36,119,New York,Westchester County,923459,923459,925505,935294,941747,944440,947121,947719,945172,946563,949835,955962
50,1,2,36,121,New York,Wyoming County,43424,43424,43364,42972,42791,42636,42439,42257,42056,41841,41549,41398
50,1,2,36,123,New York,Yates County,24621,24621,24740,24635,24505,24601,24617,24618,24422,24535,24573,24482
40,3,5,37,0,North Carolina,North Carolina,8049313,8046406,8079383,8203451,8316617,8416451,8531283,8669452,8866977,9064074,9247134,9380884
50,3,5,37,1,North Carolina,Alamance County,130800,130799,131521,133497,135314,136018,137653,139280,141472,144824,147910,150358
50,3,5,37,3,North Carolina,Alexander County,33603,33603,33674,33986,34368,34579,35189,35606,36031,36389,36586,36777
50,3,5,37,5,North Carolina,Alleghany County,10677,10680,10687,10750,10736,10749,10751,10713,10860,10963,11025,10964
50,3,5,37,7,North Carolina,Anson County,25275,25275,25310,25315,25265,25066,25465,25461,25314,25194,25189,25056
50,3,5,37,9,North Carolina,Ashe County,24384,24387,24449,24599,24747,24854,25088,25100,25249,25485,25691,25812
50,3,5,37,11,North Carolina,Avery County,17167,17167,17328,17703,17808,17805,17859,17843,17994,17831,17915,17932
